genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
PAMR1 1844792.34952673 2751414.80694055 340195.658302477 577247.419164028 230895.534000955 384024.698054083 513189.206135469 748344.908723142 242573.266567184 1176250.67188524 616590.134798868 791842.510080686 502216.222717766 372682.919877396 561411.267348017
VIT 131373.750275572 204456.137210392 5410.22310023815 22500.6174120699 1655.65019209487 270.490153917734 3405.48275571034 5981.43331144507 61128.214172249 75546.0851341951 8484.39177462246 3302.51452500663 6265.18489526254 6442.69342449022 8453.49466416412
CD109 2519983.01395714 3020182.94987459 2638592.69196723 2393671.33249702 2416676.31753927 1653277.46001806 3239622.60377046 6401292.16634671 1438400.66908787 3850204.42144023 2694771.14740185 1255297.56049042 1334608.26118231 1836246.23936427 1576229.41186014
CCDC80 12854546.474956 25033418.2721845 17574496.7925205 8534232.66321619 1824939.89017099 4856565.33492632 8734979.25008802 6818681.51254839 10623745.7518056 8018951.95533225 3233055.52499656 3343423.54797545 6106382.07405136 11113361.5553901 6132972.88064319
SND1 535259.532094104 569192.009242223 551189.952158515 563490.288660575 660863.361813635 636042.544623144 468898.344789819 732812.261134102 53640.5342308405 716605.117889095 753409.332773807 577189.305451857 1213749.28501302 791111.440209177 551528.518590202
CHST3 22675.9041313304 33413.998853395 10857.6365552521 40955.9446118853 25049.7495285275 95966.2813520744 6578.88111940038 18617.8699634759 128059.546597736 68588.3511459518 35030.1959089789 71599.5646053937 34045.1482749229 19510.3576473437 20325.4888216944
MAMDC2 698150.87937631 672932.852324834 61028.0676359801 351545.742465485 159123.059723495 264021.39024303 257859.395835798 362260.661970495 25722.8458120008 600955.926135322 222701.694415225 88081.3786763302 299813.8689485 113850.952309853 334644.258840183
KDELC2 107850.677887525 171025.130276362 54684.8736460263 177990.431885731 172426.640959001 103763.23681187 111283.698287891 41681.7017851418 147120.335464876 270545.635665393 52498.6010520878 112389.452131862 160945.032451022 73410.8054028134 61618.0420706093
ABI3BP 37487191.0851511 42862917.657413 13561715.6398779 12276332.4706495 2991332.84540715 1635963.76254122 8600680.40020882 9222291.20460729 6022242.84589518 25690640.2248944 2854529.76449086 2454827.02482633 5525970.00520768 7096727.97704973 5124938.42535064
GALNT5 4960046.57797674 6441903.98821396 1432638.08127258 2231948.70401927 4048996.68671776 3233171.71485666 2936089.26342914 3476146.90585775 2539520.03224798 3888667.72670614 2145723.76975642 1648871.97525993 2516351.41539954 1938860.78854924 2464737.39955782
GALNT10 238455.288197395 263790.877745316 192610.236756768 241394.576865397 291284.17727359 374511.453277575 129062.16907601 210111.138191837 208305.922020414 253424.328373536 167508.045353526 291811.514443879 167551.806764885 161797.695920672 249095.960662447
OAF 71826.5543691518 94967.2130417404 31877.5402271841 206643.269271226 35411.1455169135 77499.8993861543 90994.6792504403 244667.768603685 6544.19384626195 158412.187422981 27404.7105202871 45283.5845192712 24763.3359704488 18171.0846325811 9443.14981552551
KTN1 307755.271323105 320478.987665135 1010898.89465671 442871.358453864 856240.83537747 971464.396622441 229709.634093458 417602.904837686 194521.71158271 433331.770170454 874158.684797606 731017.023318624 1234022.37238191 792795.966203997 1185373.99838722
XYLT1 183969.967418259 367698.846790744 193403.636131558 146635.988444773 196618.454985881 249406.931224457 198383.310393932 89508.014792353 112625.31943583 144178.089483414 248030.825057689 233739.678735894 164288.573900567 233589.484541165 256056.717062167
STX12 17205.748114346 76478.3277441184 45753.4271549371 65494.2614014505 47139.2970902439 3858.43976853655 64522.0067690284 84994.1291108198 21681.4653822546 103068.010384399 15775.4027260084 14598.3505155407 389819.153678115 570870.971078559 104116.814834538
AHNAK2 561923.857029917 403091.703359287 547450.592775013 884235.988100572 154898.529852116 295927.312408167 314988.048801012 282971.082554571 79988.6251271458 744073.482322685 112983.007689502 100080.612848513 415694.490668948 477129.337123353 308371.899565241
CCDC50 157244.252999946 93700.8080084739 165071.164770762 239892.993466601 184352.214098327 230578.115306361 150162.295272638 84036.6688877537 173311.78037199 235865.564838293 171249.780256326 223229.390109336 604564.048887316 745182.778682023 320180.094502035
SBSPON 5866.59372289439 2332.59279923093 83006.0079621582 213920.683372013 108890.48112398 320096.549071545 313175.363478879 179094.497936902 23776.4387248944 531657.359946922 136539.26590851 133559.705581779 7241.38113128189 5123.29141615881 1829.23239997041
FAM114A1 41921.2010743228 35503.0975148869 56560.764013379 28268.2950999435 83168.9419481317 66828.5301094162 25101.6180945414 2968.0679728782 93808.6435626654 10200.8892754886 47649.0690106888 69681.2882412262 71317.6358973133 39599.4074647217 243759.346503346
SULF1 845913.865916704 1099384.10918239 1673029.55580612 408038.903704728 136608.860641935 182609.522354765 1184188.64640752 1904468.71240462 256913.601443686 116514.571269574 164511.942670139 26553.3807355167 97833.5507962076 161804.689914422 43355.1295232267
SCUBE3 3727888.65555299 4415130.18261364 7585214.68540242 1053762.28273806 910132.757383966 1719628.71084362 10890117.0762338 6628295.3996453 12227772.0634967 513873.255453579 1080799.16392396 733908.583021986 278700.670280681 465088.374650394 809943.636481958
PALM2 6349.74850585155 6737.52110410259 13153.1836014127 30515.0674072978 33390.8091911379 15903.7917296463 59.3276077888495 14124.3953459286 6762.7486585994 39125.7704004297 31550.5982327071 35522.6430955286 90478.5808643761 486573.51009603 97803.1410276644
LTBP4 139306.923892495 145442.13736367 55088.8105363418 155133.27021737 17581.7203983651 87063.3858799102 14982.9694025187 13573.2609260749 46093.0537187284 78530.5407622642 62913.6748159051 62718.7855835091 112946.773666483 140066.089183818 172926.539970763
ADAMTSL1 3309243.09907991 4275713.72427478 1351638.20926672 1164582.4069875 1288564.85814706 1320138.91380965 793592.965951839 1002265.93082341 438947.802518791 2197692.50082476 1844925.58745602 838505.038564617 1630645.512216 1342100.32174987 2329238.94133014
ENAH 39911.9933047269 82172.0385960725 182424.219304325 99269.2898715856 117390.362096721 179014.054625502 153582.15794342 344488.524927057 129783.115657421 36983.6219252987 40451.757183285 125425.155551835 192592.0803816 245118.728383028 188026.948569697
GOLM1 3787935.3656987 4447064.10435081 1302934.25811895 1986880.29942163 2806192.25215661 1780912.60197732 1606888.07857597 1744665.94116031 998629.846679917 4367853.99817432 2257896.44921939 2333560.34338456 2590214.36295346 3143308.8769768 2741247.51636586
COLGALT1 316723.161893181 448472.407127359 213311.2286894 384041.316470052 215624.347117929 317701.88522454 395433.301979069 435394.244969182 93704.2750426132 410539.116172441 205716.176638294 253555.931643441 114290.185593827 72201.1744599382 84402.4658452976
SUMF2 215537.405280749 184376.300770382 87008.696141574 191021.758790078 84553.0541294205 139330.068288845 154209.798787034 104494.126593509 222163.050253877 394758.015728994 476012.350375671 108974.033608698 473798.22441404 325524.747906187 226355.257297703
UBAC2 2711937.64722591 4465953.91147942 929831.821874297 2519590.6051009 463800.039956242 2300721.7047299 205805.427826811 1070382.41870215 242173.005903843 2858636.40042365 887293.18479757 339165.849552171 854622.399649793 156094.402719373 283765.750478668
PCSK9 739833.169928308 477314.620445187 186709.844437631 270911.618214689 144042.870045093 78284.7305275159 287401.660568793 66905.1935825504 92374.5282993321 981813.978562269 266104.773351338 218276.991333075 562339.2991992 248637.579404776 429922.388344206
TXNDC5 3675227.69403887 3894300.20551452 4337897.55508764 3913523.75560631 3687922.47433329 5002547.78967038 3206887.63020645 4821943.95545937 1471869.97582945 3298162.17435193 5902666.04424203 3274129.3338646 4106845.23749907 2671464.4150133 2877386.01296904
SERBP1 175131.309963807 294521.311896499 359659.129284124 215053.510213639 262685.522163292 454381.284338805 237104.967629907 73391.229094548 102180.312395351 287105.178956496 569701.81065983 404778.237119814 484477.929406388 692251.927459804 234837.0159091
PLA2G15 60706.2163335813 61976.8387302507 27075.3900072909 37814.0696949927 61165.6599798186 202442.136467732 44205.9818906271 12148.3170187484 163227.523421312 81533.1592599534 229821.078211227 13971.758112922 163321.445611886 437402.552502665 36374.0603271465
CHST14 1616.50643320821 274858.024266703 487607.755852806 39923.5050784359 479844.111833712 907385.109117582 3599.54745787646 613163.588726095 3880928.97163397 0 738449.487164056 762947.226554772 439027.338617066 293333.526173792 560001.881706895
NAXE 32714.9961536501 83100.7563818716 20478.671019827 67026.0822037926 21324.8852930837 52847.1822740386 29494.3046035096 112146.915096068 84088.9925152376 39088.7481289807 17578.0114857205 20941.7550894133 175457.703302741 235188.459661153 45952.0780495904
NPEPL1 7457.55043502727 8875.69093824593 6200.06784697735 24308.2961664488 11457.6484360998 13045.8824960427 8109.12748016772 1286.6855478817 591.258724569367 19455.6016911232 8504.22935263649 9354.10968739533 56197.9424746517 104252.221321458 8638.92095949178
PLBD2 192431.423783569 152044.320658083 145916.943191666 223529.177429412 79243.6809600406 193812.387596279 297735.662107559 70230.642194526 207286.501116469 276492.909098637 205116.91447656 130672.000137882 213382.116494192 541766.706282298 126658.362178061
MCFD2 3508505.59611341 946007.642093765 117518.514460246 1837249.75324643 365219.478603505 1160481.06729485 560503.328186749 631678.447572526 44829.1233642904 3305870.75834934 174407.90005349 53464.8007263625 1034864.49904765 504647.02834809 159998.415969378
UBA3 81118.1114619884 77658.4395319928 80062.9265965392 93649.8752414226 140629.29832467 101368.981074642 43750.531988991 122712.791237355 33451.013813918 7971.81893429081 71876.7282438729 102746.54071206 222890.929685746 172976.828404483 143257.975978941
SNED1 75200.4992558572 216449.444150433 49852.0915996873 26176.8934604509 4612.05839019256 1519.32943151023 10173.5936477635 28031.2551755136 42302.0576826452 11274.3888682854 6416.01323833376 9110.97824293113 1459.76862721783 6310.56554411431 5249.56057937555
CEMIP 152111.241384926 332058.645487876 329907.021514407 118160.795695794 30675.6236429721 4128.14028070912 420238.662217992 372000.92659905 301059.076252539 19256.3621896006 11518.7480773763 5342.44165394037 794.378888027929 2659.01833051005 5725.03126107826
PDCD6IP 379631.962223682 206038.94665277 211183.216057519 344067.857281213 264427.311587785 543519.214336918 127975.595591444 117622.30605858 25949.8942327397 302043.192655474 223197.860726571 273369.356121648 1120943.99217237 640519.114230796 381951.699544453
LMO7 314165.187434813 446113.109068547 432176.428084041 527193.323668132 476340.370286362 646540.277917599 212880.373016064 520612.879045009 599356.167450601 471706.851499593 724949.211317115 541542.91890419 1144075.58203367 1743223.73405932 818107.927316381
PALLD 51562.8727035846 63717.2016452576 61284.0237801136 108232.332399769 62475.44516714 70962.2434524798 139272.182286039 51298.97350309 280696.069773365 91974.6803853225 148576.828606971 54122.8223247554 231657.357809309 329980.837422277 231291.8220168
FAM3C 4732797.33017812 4680173.14991501 1481862.79028945 5250967.38914313 5758112.48731509 10373963.4776002 1699003.90412895 1346313.05384013 1530735.46006928 8086231.66860043 9489631.6519296 4282657.4370545 8784867.55104736 6564236.32776673 5950678.83257817
HSPH1 689054.677097989 649171.351304721 890651.502400386 687313.949396556 1636514.66309342 2577523.09096916 616228.502009743 1077922.77766074 2893141.38876471 844473.83489338 2713759.05398035 1620322.20110897 1622943.92695327 705298.309282838 1231905.62786131
PXDN 14741264.6892551 22153429.9555546 17943790.0736144 34007900.1914242 36410790.7097946 76705253.1296701 20868321.9183743 12968341.5027234 23898930.3167165 42788108.4420521 37069978.7234076 58083266.5637444 24227172.618102 18223113.9064316 31714202.6987471
HTRA1 9591419.47253814 12649642.2978654 10169997.7220098 14713718.5038123 10041207.6015215 16659437.5598794 7727172.63218832 11468904.9841503 21226336.1615267 6947366.52784697 5977001.25318006 10200244.9653408 3806552.55808837 2496799.24280832 8246705.69595965
ARPC1A 103859.274153604 123715.465187524 160750.146678277 139584.460043999 193402.879134574 286500.394931268 107680.069487265 139947.962280352 21181.6944437364 184856.235893897 305917.302284242 347932.715041753 392325.172463302 438960.615133094 291384.727387903
STAM 143087.136949918 249913.104122082 202271.581838044 214595.483081612 293558.288467222 312919.054391926 70664.7236485651 196914.304211313 157296.99367809 127884.891494913 100051.067915129 200388.389811875 580477.798400991 622758.235184392 278646.655496277
GGH 1600060.44804954 1789241.85177081 502654.044244968 1578745.49134168 3159396.99952485 3812330.96783289 1445241.6463662 1078056.42947599 742877.382187809 3300354.47450993 3658523.27169915 2217520.21364212 955027.983220323 669519.105753695 1287232.38272329
NEO1 1104002.9691435 1082057.54967637 410347.737224349 1104675.65163332 580187.328657502 589120.165063893 1122826.68076109 3474579.28826529 1171709.27737688 792313.2500381 638395.362028465 549218.361016214 699520.838286957 749475.500314077 794387.05124676
GLG1 183319.271660573 260468.922314846 148373.790781469 144583.674594373 214762.123911647 264470.843661572 123779.521196755 166664.923323403 57976.1762743454 161147.954036372 113909.109914076 165253.020410447 232866.730464183 157148.381016239 295720.12746863
KHSRP 303510.758133983 441688.332400087 456895.263855079 405185.774234669 458573.692024303 388248.7152044 184657.60383554 588529.805805914 222125.584029898 549234.279813396 192822.03392333 307732.939699634 309246.565988525 201323.361560005 250270.152647814
LPP 68766.3041201263 69030.6816779131 269573.701605265 513790.808482093 199454.400664221 773904.538253947 201171.365204109 295111.610789591 79490.5680560782 317501.979062736 106848.560532579 581989.857086657 1026389.41060191 996065.6935295 616871.575846288
EXT2 1927395.69456086 2653377.96501584 1114397.62668013 1173229.36193452 705307.444728402 815501.441442689 2675611.70221146 2447777.51674805 1181101.57899049 1501835.05817619 831768.538933584 405638.367421123 898974.789147492 613997.378538563 589450.342586896
MYDGF 1302722.6939507 2898508.91673297 308195.906833597 822068.714025485 331961.942013532 748572.678135438 1218931.07165159 605507.392334732 479901.077051002 2578585.13353193 3997404.62126834 453594.161606121 3188518.39276134 2715819.58494398 296227.336780037
FERMT2 275642.036178818 370121.994901312 1659204.89748839 1233711.3578701 1107444.75296966 3487241.62776078 226236.801202374 725488.285152258 861158.015986523 945166.841964479 1718981.16979535 1994399.92804394 1171150.20442171 848237.117964708 1308646.03429472
FKBP10 1075958.96683477 1719869.60048348 1432372.07866426 928408.940296763 885140.450016886 1646251.98690458 1575713.9555986 2316453.2810655 471291.178313749 1239870.68841223 774424.170475018 768959.053142462 336204.229138289 298067.523401824 278875.905766154
EFHD2 47999.3935122872 62007.3772768303 155163.450485339 57283.1644937201 163140.435540766 113359.592352669 22888.1974112115 92561.5630330942 15552.1525017595 22428.5558653223 7970.3858693674 75599.3629554517 97893.7470787447 26907.4320955753 114125.702587256
CTHRC1 686.20675829961 0 1807.79464741955 124235.331707445 71642.3709993073 0 841967.715837738 1131585.43221855 250388.463332766 174259.882838142 0 0 35183.1957344934 36875.9375288243 509.930384412377
CCDC124 124397.509065417 143518.547647693 137357.844241968 168808.715731248 81923.008846569 161781.762361975 96120.4952594639 172747.655697732 72812.0776179306 195388.451009927 132509.846601184 161570.12456811 539030.107937421 821979.009496028 258189.918826923
OPTN 143770.895017255 150224.75281708 221107.124429653 299258.776174826 293528.793988544 284398.416086877 149259.944432492 270405.840269288 495240.80964748 230510.228434497 210293.803669379 152325.969199655 323400.327213907 167790.512123138 123560.61175577
RCN3 1311543.38404221 1474263.12359613 1376778.6825731 774301.687102136 158465.038630342 73057.3215034411 4590340.85199963 3967603.63537952 145162.213876591 248569.818034261 473908.017756376 238255.926887418 669674.058166875 549307.38683316 213017.129044887
S100A16 468725.136053162 441485.024185181 729261.116209739 1037143.92767303 873365.092451078 771149.271283466 520419.079549081 1206157.78414518 952627.052904988 690853.830705598 568831.56873016 724793.733966218 1216394.12395964 1618099.12998767 1165207.79542697
OTUB1 547717.001975907 556450.33467345 493066.580583155 486077.37908766 484889.057574305 830399.947500076 381358.754061442 759488.960934282 291088.770767468 486255.659167913 878010.333209858 437249.151866138 1704858.57090034 1859767.64647315 623808.116558808
PGM2 83087.9885016253 87929.4288483974 68411.0478805558 105562.324940921 129292.06488414 107075.984090867 34847.7169998738 81782.3254753379 18801.5573083894 94135.8730318328 110325.483324593 104819.551624566 414256.625576714 438130.970241582 193029.073041069
PDLIM5 2322554.26617228 3258162.85705712 4856110.04634131 3329194.51663171 3639810.71009424 6232905.46978189 3446477.22248619 6566354.68169146 4734231.13723443 2860098.14703514 3860170.18106092 4064007.84338446 13273809.8840557 12094734.9943254 9781567.06972823
ABHD14B 288233.307925691 228472.049968886 130423.90867356 190114.650479001 55840.7223291391 216972.554559272 52950.5449606456 71918.5676360523 123630.173492125 125594.064283188 148291.412717992 48359.3739760339 412655.258482495 290426.846242715 170317.960787972
PAWR 57541.988623115 135900.119585538 100541.412284696 61163.6690860494 57589.1113392615 115402.675504155 204094.401210937 162586.923920291 28535.5242698247 99343.5102776427 109650.643825369 106296.220538657 314280.711899748 784951.566555891 82462.5753606013
PDLIM2 438246.878150821 433360.623471417 1015865.57787715 740451.729575319 462358.553102343 675255.894871273 577649.33969931 1871331.48544156 510691.040436614 432608.615708625 629258.278928177 571815.949602454 1148187.55350278 1975987.34946022 1076421.01180728
CNDP2 161876.292819499 123472.975683003 170296.187491457 149440.092068387 274934.966579209 415186.799120901 130355.907059519 163832.941291986 89917.5367272325 278595.45280593 431560.679835973 357781.238175291 271911.917275443 254442.149401653 387716.633876421
FAM129B 313093.013446364 196692.895874509 309579.146196499 326665.124510524 233089.587737936 418490.59319459 165073.893838608 309470.13742241 95484.9427701686 292099.723306229 193955.314550541 231287.535548976 387520.779838686 270731.994624557 149793.621082481
TBCB 271045.710896773 195238.424082011 343651.260422888 438726.914581871 460535.396303023 466817.74824083 218222.813886472 242113.598901596 84452.0529081823 230761.951938971 181884.948179728 308099.732144284 877657.667269515 498445.582303747 464606.749623681
CNN2 378694.891383806 674274.975232636 648413.766692796 1293445.54810308 867808.031219716 2100989.7285207 403286.605256725 595622.933817441 469174.788320356 1025715.09843583 937775.539304736 1180929.00805932 1381715.44851539 1203843.65720661 1154297.70557959
PSMD1 43730.8839831671 44336.441877884 196490.489883784 24336.690799231 112504.478696762 422812.311608584 51273.0635033816 25507.6910786132 28366.0365123972 100150.281021262 412393.036977229 268297.223115912 131393.558246594 53777.024023318 144084.964119618
PARK7 5312091.4816694 5343501.71012809 9556576.87110144 8238486.9037449 8416638.81374328 11461753.9615505 5460810.93620229 8368431.80405077 8614355.53617715 7953353.99964723 14204635.4641592 9049928.93020316 12980482.5988608 15614496.6637129 11442854.3273173
VAT1 2802205.83690824 3762576.1018003 4510331.58085227 5053097.96512558 3218842.13818667 2271203.72070753 2297305.65741619 5903995.13028381 2265514.21932493 1856133.28177076 1547056.87603385 1756950.9211598 3647306.28962971 2128019.11238284 3809385.44439116
LGMN 1022467.63488464 915950.738631862 948872.314907476 1638703.03639657 4448023.2213498 8519740.96888717 2215050.95119011 906659.286188546 890477.124547794 5424692.69114394 9649844.48466019 4016393.51734937 3773487.79482406 5198426.59835671 3095806.14599092
MMP19 39184.6565399344 129069.832861887 45425.9189651981 119189.212957689 313631.448848609 172857.358148997 94153.6205107755 111370.326299019 20485.3485497753 133602.534385282 115856.246783726 149518.659522283 108163.197267063 163901.97095009 129486.487795376
COL12A1 6157324.69726169 9284735.41176776 9295143.64913027 23159603.5063218 36671345.210236 62374463.8589418 16598292.4666506 12130308.4238221 15792270.6488385 35173467.3143307 50506621.3144468 51699693.2814947 3655226.60178252 2432884.79460421 5786645.40509077
HNRNPAB 201367.358889806 371201.526295894 230650.593162357 231895.230201981 267529.524169109 157046.221841936 201243.10776922 241319.755959831 21845.2434960753 397292.205305027 161075.134622021 166176.260182089 241937.321033473 172603.347634522 101277.810135664
CCT7 380353.566105159 355164.439339774 347537.131816963 427466.404196848 561101.751907107 904987.914561141 234375.650051587 428589.565675034 247059.752326198 693771.455933049 558801.961727374 755977.116804667 689485.174064427 222060.41629129 537294.207998291
PRMT1 79543.6842389617 86933.3370051029 41157.7236044854 35542.8062264841 28434.0869981459 27129.9686792005 78437.8456486199 28301.1710308479 0 142390.740082958 223732.904445451 37798.9967324922 135992.342559438 164184.465626627 52388.5417214943
GDF15 98291.0785335502 322536.857626998 71545.440394308 225547.350255849 17454.6176299205 146790.6012548 85844.2614717752 18685.0950630604 33452.1039222946 254611.29676945 157531.848814701 52376.3340078955 569198.441755498 1239853.18387856 199182.854229515
CORO1B 12058.3964306115 41126.8710798388 73589.0483690063 23434.2443408221 93114.6526267947 177320.69117009 13331.1070725662 735.31062430431 31178.2640385245 11358.4139263966 209876.873526551 77281.4650643388 199120.627872607 111681.242814262 115319.982761916
TXNDC17 3063054.78901038 2053038.26648723 1489684.42411595 2376989.46429723 1230983.42838449 1783549.4209026 2094991.4430374 2667979.20494262 381137.005847628 3684990.16532106 3391534.7617455 1152960.7007067 6563672.94620888 6527896.16908808 2009036.4389567
CPPED1 816956.536142573 1335784.23888113 177592.539537743 1238741.99488167 163070.959679648 404087.822852208 796839.540543297 838588.314254582 135922.262207303 805934.005571786 1120202.39912184 234434.611898113 572845.407419683 823387.326440404 177678.553773431
MXRA8 975400.055555809 913211.619206628 228628.684127238 501525.027338286 174772.356543872 108703.864247514 1153398.51350447 458233.954592011 77859.9171396311 1118879.6404527 501855.337323864 152716.952127146 412692.585267943 615915.257407043 207263.915252658
SDF4 7427400.48190749 8728928.47936353 3514707.27564932 5951707.94165032 5338003.88153065 8030684.87883688 3815076.8180678 3760576.95404179 1196435.85803902 8712259.96993136 7736808.66549506 5629845.25614489 5989762.51545998 6559876.19152135 4824361.71495991
PYM1 28735.9739306651 48595.8534718394 72902.502836254 42239.660024355 47695.2013684102 51863.1346336689 27047.1585425985 45052.521124992 40734.7079105068 53250.3894865603 54118.8776142757 79493.1453662333 207881.761632817 287359.742909614 117225.074429692
ERP44 763812.917120259 1369354.45451443 1319659.97673549 792156.611119021 1093568.98780377 2980149.49759555 476310.362789065 343130.287316461 2108374.69556166 1458281.54405391 2573992.73569531 1905808.17640153 2405292.58626672 1682287.68269818 1092583.24628386
FUCA2 555728.21589338 537216.302570014 117591.916261513 422251.704453671 779688.078577283 900303.273000639 384274.369743662 228839.010723551 498717.736563861 1909675.88518135 2212598.88340303 508537.638153072 734360.066341803 917614.696489723 592401.855396997
ACAT2 285356.869112348 217298.611679123 71450.5453796843 604311.954988664 163662.594606212 223998.713199208 322266.235578463 507078.584720012 59368.0646457786 574964.763640356 54046.3269680587 66099.9567060842 1221773.99426123 577756.031422797 1008372.47511024
CHID1 194794.025325938 297652.685868601 125090.169541252 149498.545607103 205907.575549792 76965.9945961139 199415.383021861 108228.462545969 120138.042957666 183746.335230473 55927.4967518886 120036.553703367 116898.096161003 184831.007725027 125727.475853685
PAPPA2 0 0 2200.1811841464 0 0 2676.50084606917 15714.0863603209 10131.429600974 0 0 0 0 6990.18721991355 64822.6360921699 7985.20413190914
EMILIN2 740525.171699649 838535.53547755 892936.175374347 2603399.7219007 3362512.3655374 3003116.00413185 1163936.00208254 710123.562696914 519006.559433158 6302711.63352823 5349786.50263873 2407854.09420355 189020.113809507 189054.47624875 219390.483306612
EIF2A 48234.6860297414 53520.9145234564 57261.1666362375 40563.1501778861 85419.7701834909 65276.7399293956 29456.6608539623 23340.880816773 3836.29756560397 73428.3400887757 58024.2845296567 78247.3866881945 222309.973994569 142389.006353858 104486.980241182
ULBP2 477542.015276498 647900.513814429 202995.417348222 827828.092569976 915156.174478317 1172331.75103054 292314.467001044 337817.51286572 88970.090003089 1041235.50720715 1697669.48735356 837468.159469218 1180660.18195958 1596749.87175259 1028102.01691057
TNKS1BP1 23366.9305977683 51270.4147051216 75538.9874774652 42989.588481752 18979.8875051317 45707.3116741335 54523.3005193749 66554.0586068243 2862.75296018608 54674.6750009071 63674.9111342388 32583.2698272188 184607.766711353 398033.603739537 44327.5985469711
TWSG1 541185.445669743 232883.9961667 327398.523131569 334732.822827998 343992.032868603 1773434.25778724 288735.969556084 446557.320213349 543281.240041311 1211831.62456706 2006858.50401289 685431.171284815 186331.880881714 79522.738491071 262242.883886572
FAM107B 141491.738561453 116464.930177666 92431.8314453202 39983.9850546041 100792.042356215 71412.547087098 105262.25340623 169690.914996283 14642.1907167168 91944.4646432195 109398.880927615 22993.2371309578 20040.2419656711 38435.538396946 6350.40583410996
SIL1 94256.8589021298 104525.066033857 22600.8426817748 10636.2408406736 52705.1001055867 88135.805689119 35416.320040585 11619.9847305437 24092.1840349365 55605.4717367916 56420.2830768336 0 91626.7675890652 75970.0617297704 133149.192488276
PPIL3 110852.276694363 36993.194279854 154610.974997671 132855.820202661 65855.6297617984 313217.178482464 109885.750870794 62479.1772863276 43091.6208022676 124814.968149097 1707.63548430535 96126.1864488179 217948.796120185 353742.147955149 55446.2880253123
BOLA2 311872.632911176 264498.966440551 253776.387633665 404877.169401164 262008.198508515 215742.880843912 202268.731743191 182210.073184283 14441.6922893014 496562.04532115 483684.503182993 125379.017070704 1512033.5901925 1516874.21069949 262785.221870746
C1orf198 6872.80549417005 21835.0558917153 164385.837568076 122689.330528902 46128.1524540143 165156.88183038 80047.546742959 250321.791534242 6310.60071909332 71668.2830675463 171603.171289133 114122.898601444 137630.849607459 171622.77399892 102851.478685139
POFUT1 692756.337285563 826678.112848578 358919.525061717 691967.445320442 511101.768726605 532584.516043827 584163.724257644 560826.936002126 29003.7356905062 1315820.83447469 603386.213670886 299847.00356812 898837.217755669 806923.084076513 425042.506057654
MAP1LC3A 54737.2432239167 14361.1198686187 1540.41969772589 18337.6119713994 3491.05266501599 16919.2241410543 7094.05253677672 11574.6892639434 10758.1601638112 27991.2898100521 0 6581.53553436442 67956.2857162316 65896.3663849998 1312.26370835508
RNPEP 2533259.57240038 1850446.09725035 1849654.46152164 2054341.90356472 2180779.13502817 2536138.80624538 3604508.96916768 3011591.63563807 892397.025806477 2992624.35384058 4671083.21536245 1601778.55627514 3579653.69329921 3874488.77018423 1944148.07829459
SMOC1 439807.247767582 554093.515747301 56847.6022521198 334224.331693152 145805.515264388 441033.302051492 18256.6076516285 553867.195869596 25225.9535970796 242821.990822457 256893.329609298 161978.723853359 52766.6550298836 122955.522459031 67439.7724558786
EHD1 131007.396035733 47431.209667434 34231.8506008372 224407.328664125 105493.732121431 200019.256608396 125699.792429292 119407.382474292 8025.49192818731 171429.994200366 11229.3213198659 84626.8998761662 326916.448199049 166187.871761362 64154.6704306713
GORASP2 14012.5368793982 23684.1291005245 80808.7732345013 44140.6097434213 107829.134058007 105487.038060837 57950.1554884664 74708.8198853971 1912.49277374035 37429.4836832565 37147.3849844769 48629.1389518911 136921.636950402 121022.744981581 88628.8514448573
JPT2 505382.153736218 636166.570089092 814179.513111534 749208.104350185 1023861.99379551 1179061.39636682 480064.520742046 785002.183171492 258325.283073348 1108123.80013962 1463301.86431413 895179.851987651 803260.766087802 841177.017776609 856470.348126669
ARMT1 8356.00430729662 13918.400757094 79.5200914250871 18672.6890722076 6412.94767718177 2962.13201287037 14833.8314392464 13207.2594605157 661.995040967917 29124.6402787845 15885.9021526731 73928.8990601295 80065.7094230031 93313.3287806082 17072.0901036384
NTN4 103151.20152791 169924.825172409 80682.2198502936 33082.4436847421 55487.7014476272 61581.0952230549 187051.85496179 97083.6314065214 0 36303.2463392653 18935.0294620856 76793.9272427405 117277.498979229 194377.808782993 58736.9157292349
CACYBP 8551.81104572863 31254.2287452464 129382.757825071 22046.1411996828 397635.791730501 260134.843440098 81235.5140783489 89318.6338810176 143013.323868511 23645.4279958302 354418.342196782 210813.265688193 34131.0691240697 29525.1283854676 59389.8271742391
GLOD4 426297.889073358 341350.029667629 344929.929843164 666395.692334976 252134.737186646 498496.531075236 344448.275275182 610331.200164556 206604.278290526 661726.848872586 553442.386857773 331009.912590968 1155629.26792303 1033481.15025881 557604.295620955
CD248 2964089.68877924 1838483.00305516 4607937.94898145 2681842.7452858 910808.902700189 407515.979400433 5748288.60485922 12488564.3114208 3553949.97477952 287123.866038183 278077.592240436 149867.153646398 93267.207259074 141315.020703797 70681.8440240933
